nom-course,prix-course,distance-course,condition-course,mode-course,depart-course
PORNICHET 12/07/22 C4,17 000E,2 725m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 17.500. - Recul de 25 m. a  9.000. ,Attele,Volte
PORNICHET 12/07/22 C5,17 000E,2 725m,Pour pouliches de 4 ans n'ayant pas gagne 17.500. - Recul de 25 m. a  9.000. ,Attele,Volte
PORNICHET 12/07/22 C6,20 000E,2 650m,Course F   Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 47.000. ,Attele,Autostart
PORNICHET 12/07/22 C7,20 000E,2 650m,Course F   Pour juments de 5 ans n'ayant pas gagne 47.000. ,Attele,Autostart
PORNICHET 12/07/22 C8,24 000E,2 725m,Course F Pour 6 7 et 8 ans n'ayant pas gagne 101.000. - Recul de 25 m. a  49.000. ,Attele,Volte
ENGHIEN 13/07/22 C1,44 000E,2 875m,Pour chevaux entiers et hongres de 5 ans ayant gagne au moins 18.000 mais pas 81.000. ,Attele,Volte
ENGHIEN 13/07/22 C2,51 000E,2 150m,Course Europeenne   Pour juments de 4 et 5 ans ayant gagne au moins 20.000 mais pas 110.000. Sont seules admises a  participer a  cette epreuve les juments n'ayant pas dans les 12 mois precedant la course ete classees au trot attele 1ere 2eme ou 3eme d'une epreuve de Groupe I ou 1ere d'une epreuve de Groupe II. ,Attele,Autostart
ENGHIEN 13/07/22 C3,39 000E,2 875m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 35.000. ,Attele,Volte
ENGHIEN 13/07/22 C4,75 000E,2 875m,Pour 6 a  10 ans inclus n'ayant pas gagne 375.000; les 6 a  8 ans ayant gagne au moins 90.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
ENGHIEN 13/07/22 C5,12 000E,2 875m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 121.000. - Recul de 25 m. a  62.500. ,Attele,Volte
ENGHIEN 13/07/22 C6,44 000E,2 875m,Pour juments de 6 et 7 ans n'ayant pas gagne 173.000. - Recul de 25 m. a  97.000. ,Attele,Volte
ENGHIEN 13/07/22 C7,65 000E,2 150m,Course Europeenne   Pour 7 a  10 ans inclus n'ayant pas gagne 290.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I. ,Attele,Autostart
ENGHIEN 13/07/22 C8,33 000E,2 150m,  Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 11.000. ,Attele,Autostart
SAINT-MALO 13/07/22 C1,16 000E,2 950m,Pour 3 ans n'ayant pas gagne 4.500. ,Attele,Volte
SAINT-MALO 13/07/22 C2,19 000E,2 950m,Pour 4 et 5 ans n'ayant pas gagne 48.000. - Recul de 25 m. a  24.000. Avantage de poids (voir Conditions Generales). ,Monte,Volte
SAINT-MALO 13/07/22 C3,16 000E,2 950m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 19.000. ,Attele,Volte
SAINT-MALO 13/07/22 C4,16 000E,2 950m,Pour pouliches de 4 ans n'ayant pas gagne 19.000. ,Attele,Volte
SAINT-MALO 13/07/22 C5,19 000E,2 950m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 41.000. ,Attele,Volte
SAINT-MALO 13/07/22 C6,19 000E,2 950m,Pour juments de 5 ans n'ayant pas gagne 41.000. ,Attele,Volte
SAINT-MALO 13/07/22 C7,19 000E,2 950m,Pour 6 ans n'ayant pas gagne 81.000. - Recul de 25 m. a  42.000. ,Attele,Volte
SAINT-MALO 13/07/22 C8,24 000E,2 950m,Pour 6 a  9 ans inclus n'ayant pas gagne 131.000. - Recul de 25 m. a  69.000. ,Attele,Volte
BIARRITZ 13/07/22 C1,13 000E,2 950m,Pour 3 ans n'ayant pas gagne 5.200. - Recul de 25 m. a  1.600. ,Attele,Volte
BIARRITZ 13/07/22 C2,15 000E,2 150m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 41.000. - Recul de 25 m. a  19.000. ,Attele,Volte
BIARRITZ 13/07/22 C3,15 000E,2 950m,Pour 4 ans n'ayant pas gagne 26.000. - Recul de 25 m. a  12.600. ,Attele,Volte
BIARRITZ 13/07/22 C4,15 000E,2 150m,Course F Pour juments de 5 ans n'ayant pas gagne 41.000. - Recul de 25 m. a  19.000. ,Attele,Volte
BIARRITZ 13/07/22 C5,22 000E,2 950m,Course E Pour 5 a  10 ans inclus n'ayant pas gagne 178.000; les 5 et 6 ans ayant gagne au moins 36.000. - Recul de 25 m. a  87.000. ,Attele,Volte
BIARRITZ 13/07/22 C6,17 000E,2 150m,Pour 6 7 et 8 ans n'ayant pas gagne 81.000. - Recul de 25 m. a  40.000. ,Monte,Volte
BIARRITZ 13/07/22 C7,5 000E,2 950m,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 99.000. - Recul de 25 m. a  48.000. ,Attele,Volte
CAGNES-SUR-MER 13/07/22 C1,14 000E,2 150m,  Pour 3 ans n'ayant rien gagne. ,Attele,Autostart
CAGNES-SUR-MER 13/07/22 C2,16 000E,2 925m,Apprentis-lads-jockeys Pour 6 et 7 ans n'ayant pas gagne 79.500. ,Attele,Volte
CAGNES-SUR-MER 13/07/22 C3,27 000E,2 925m,Course B Course Nationale LeTROT Open des Regions - Sud-Est - 4 ans Course qualificative Pour 4 ans n'ayant pas gagne 130.000. - Recul de 25 m. a  63.000. ,Attele,Volte
CAGNES-SUR-MER 13/07/22 C4,18 000E,2 925m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 41.000. ,Attele,Volte
CAGNES-SUR-MER 13/07/22 C5,23 000E,2 150m,  Pour 6 et 7 ans n'ayant pas gagne 140.000. ,Attele,Autostart
CAGNES-SUR-MER 13/07/22 C6,5 500E,2 150m,Amateurs   Pour 7 8 et 9 ans n'ayant pas gagne 92.000. ,Attele,Autostart
BEAUMONT DE LOMAGNE 14/07/22 C1,25 000E,2 950m,  Pour 6 a  9 ans inclus n'ayant pas gagne 109.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
BEAUMONT DE LOMAGNE 14/07/22 C2,33 000E,2 550m,Course Nationale LeTROT Open des Regions - Sud-Ouest - 5 ans Course qualificative Pour 5 ans n'ayant pas gagne 205.000. - Recul de 25 m. a  46.000; de 50 m. a  96.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
BEAUMONT DE LOMAGNE 14/07/22 C3,33 000E,2 400m,  Pour 6 a  10 ans inclus n'ayant pas gagne 195.000. Sont seules admises a  driver les personnes ayant gagne au moins dix courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Autostart
BEAUMONT DE LOMAGNE 14/07/22 C4,22 000E,2 550m,Course Nationale LeTROT Open des Regions - Sud-Ouest - 4 ans Course qualificative Pour 4 ans ayant gagne au moins 5.000 mais pas 48.000. - Recul de 25 m. a  22.600. ,Attele,Volte
BEAUMONT DE LOMAGNE 14/07/22 C5,22 000E,2 550m,Course Nationale LeTROT Open des Regions - Sud-Ouest - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 31.000. - Recul de 25 m. a  14.500. ,Attele,Volte
BEAUMONT DE LOMAGNE 14/07/22 C6,28 000E,2 550m,Course Europeenne Pour 6 a  10 ans inclus n'ayant pas gagne 190.000. - Recul de 25 m. a  95.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course gagne une epreuve de Groupe I au trot monte ou au trot attele. Avantage de poids (voir Conditions Generales). ,Monte,Volte
BEAUMONT DE LOMAGNE 14/07/22 C7,19 000E,2 550m,Challenge de l'Avenir Apprentis-lads-jockeys Pour 6 7 et 8 ans n'ayant pas gagne 82.000. - Recul de 25 m. a  40.400. ,Attele,Volte
BEAUMONT DE LOMAGNE 14/07/22 C8,17 000E,2 400m,  Pour 4 ans n'ayant pas gagne 14.000. ,Attele,Autostart
AGON-COUTAINVILLE 14/07/22 C1,13 000E,2 200m,Pour 3 ans n'ayant pas gagne 4.000. ,Monte,Volte
AGON-COUTAINVILLE 14/07/22 C2,13 000E,2 225m,Course F Pour 3 ans n'ayant pas gagne 5.400. - Avance de 25 m. aux poulains et pouliches n'ayant rien gagne. ,Attele,Volte
AGON-COUTAINVILLE 14/07/22 C3,13 000E,3 450m,Course F Pour 4 ans n'ayant pas gagne 14.500. - Recul de 25 m. a  6.200. ,Attele,Volte
AGON-COUTAINVILLE 14/07/22 C4,15 000E,3 475m,Course F Course "ap" Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 30.000. ,Attele,Volte
AGON-COUTAINVILLE 14/07/22 C5,22 000E,3 450m,Course E Pour 6 a  10 ans inclus n'ayant pas gagne 210.000. - Recul de 25 m. a  104.000. ,Attele,Volte
AGON-COUTAINVILLE 14/07/22 C6,15 000E,3 475m,Course "ap" Pour juments de 5 ans n'ayant pas gagne 30.000. ,Attele,Volte
AGON-COUTAINVILLE 14/07/22 C7,5 000E,3 450m,Eliminatoire de la Coupe Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 101.000. - Recul de 25 m. a  55.500. ,Attele,Volte
BAGNOLES DE L'ORNE 14/07/22 C1,13 000E,2 850m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 6.000. - Recul de 25 m. a  800. ,Attele,Volte
BAGNOLES DE L'ORNE 14/07/22 C2,13 000E,2 850m,Pour 4 ans n'ayant pas gagne 12.500. - Recul de 25 m. a  3.600. ,Attele,Volte
BAGNOLES DE L'ORNE 14/07/22 C3,15 000E,2 850m,Pour 6 ans n'ayant pas gagne 79.000. - Recul de 25 m. a  39.500. ,Attele,Volte
BAGNOLES DE L'ORNE 14/07/22 C4,15 000E,2 850m,Apprentis - lads-jockeys Pour 6 a  9 ans inclus n'ayant pas gagne 121.000. - Recul de 25 m. a  63.000. ,Monte,Volte
BAGNOLES DE L'ORNE 14/07/22 C5,19 000E,2 850m,Pour 6 a  9 ans inclus n'ayant pas gagne 133.000. - Recul de 25 m. a  68.000. ,Attele,Volte
BAGNOLES DE L'ORNE 14/07/22 C6,15 000E,2 850m,Pour 5 ans n'ayant pas gagne 39.000. - Recul de 25 m. a  19.000. ,Attele,Volte
BAGNOLES DE L'ORNE 14/07/22 C7,5 000E,2 850m,Course H Amateurs Pour 7 et 8 ans n'ayant pas gagne 89.000. - Recul de 25 m. a  44.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
CHATELAILLON-LA ROCHELLE 14/07/22 C1,14 000E,2 500m,  Pour 3 ans n'ayant pas gagne 4.200. ,Attele,Autostart
CHATELAILLON-LA ROCHELLE 14/07/22 C2,14 000E,2 625m,Pour 4 ans n'ayant pas gagne 18.200. - Recul de 25 m. a  8.400 ,Attele,Volte
CHATELAILLON-LA ROCHELLE 14/07/22 C3,16 000E,2 625m,Pour 6 ans n'ayant pas gagne 76.000. - Recul de 25 m. a  36.000. ,Attele,Volte
CHATELAILLON-LA ROCHELLE 14/07/22 C4,16 000E,2 500m,  Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 38.000. ,Attele,Autostart
CHATELAILLON-LA ROCHELLE 14/07/22 C5,16 000E,2 500m,  Pour juments de 5 ans n'ayant pas gagne 38.000. ,Attele,Autostart
CHATELAILLON-LA ROCHELLE 14/07/22 C6,36 000E,2 625m,Circuit des Grandes Epreuves du Sud-Ouest Course qualificative Course Europeenne Pour 5 a  10 ans inclus n'ayant pas gagne 450.000. - Recul de 25 m. a  232.000. Sont seules admises a  driver les personnes ayant gagne au moins dix courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
CHATELAILLON-LA ROCHELLE 14/07/22 C7,5 500E,2 625m,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 84.500. - Recul de 25 m. a  41.500. ,Attele,Volte
CHATELAILLON-LA ROCHELLE 14/07/22 C8,5 500E,2 500m,Amateurs   Pour 6 7 et 8 ans n'ayant pas gagne 73.000. ,Attele,Autostart
DEAUVILLE-CLAIREFONTAINE 14/07/22 C1,15 000E,2 200m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 37.000. ,Monte,Volte
DEAUVILLE-CLAIREFONTAINE 14/07/22 C2,13 000E,2 200m,Pour pouliches de 3 ans n'ayant pas gagne 4.800. ,Attele,Volte
DEAUVILLE-CLAIREFONTAINE 14/07/22 C3,17 000E,2 200m,Pour juments de 6 7 et 8 ans n'ayant pas gagne 73.000. ,Monte,Volte
DEAUVILLE-CLAIREFONTAINE 14/07/22 C4,15 000E,2 900m,Pour pouliches de 4 ans n'ayant pas gagne 31.500. - Recul de 25 m. a  15.000. ,Attele,Volte
DEAUVILLE-CLAIREFONTAINE 14/07/22 C5,17 000E,2 900m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 4 ans Course qualificative Pour poulains entiers et hongres de 4 ans ayant gagne au moins 2.300 mais pas 46.000. - Recul de 25 m. a  23.000. ,Attele,Volte
DEAUVILLE-CLAIREFONTAINE 14/07/22 C6,14 000E,2 900m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 36.000. - Recul de 25 m. a  17.000. ,Attele,Volte
DEAUVILLE-CLAIREFONTAINE 14/07/22 C7,21 000E,2 900m,Pour 7 et 8 ans n'ayant pas gagne 155.000. - Recul de 25 m. a  72.000. ,Attele,Volte
DEAUVILLE-CLAIREFONTAINE 14/07/22 C8,3 000E,2 900m,Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 110.000. - Recul de 25 m. a  65.000. En cas d'elimination le cheval drive par un membre de l'U.N.A.T. (Association Regionale de Normandie) sera maintenu partant en priorite. ,Attele,Volte
DURTAL 14/07/22 C1,12 000E,2 150m,Pour pouliches de 3 ans n'ayant pas gagne 2.700. ,Attele,Volte
DURTAL 14/07/22 C2,12 000E,2 150m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 2.700. ,Attele,Volte
DURTAL 14/07/22 C3,13 000E,2 825m,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 23.000. - Recul de 25 m. a  11.000. ,Attele,Volte
DURTAL 14/07/22 C4,15 000E,2 825m,Pour 5 ans n'ayant pas gagne 56.000. - Recul de 25 m. a  28.000. ,Attele,Volte
DURTAL 14/07/22 C5,25 000E,2 825m,Pour 7 a  10 ans inclus n'ayant pas gagne 240.000. - Recul de 25 m. a  124.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
DURTAL 14/07/22 C6,13 000E,2 825m,Pour 4 ans n'ayant pas gagne 12.500. - Recul de 25 m. a  6.200. ,Monte,Volte
DURTAL 14/07/22 C7,17 000E,2 825m,Pour 6 ans n'ayant pas gagne 115.000. - Recul de 25 m. a  60.000. ,Attele,Volte
FRANCHEVILLE-LA BARRE 14/07/22 C1,12 000E,2 475m,Course H Pour pouliches de 3 ans n'ayant pas gagne 1.500. ,Attele,Volte
FRANCHEVILLE-LA BARRE 14/07/22 C2,12 000E,2 475m,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 1.500. ,Attele,Volte
FRANCHEVILLE-LA BARRE 14/07/22 C3,16 000E,2 475m,Apprentis-lads-jockeys Pour 6 a  9 ans inclus n'ayant pas gagne 97.000. - Recul de 25 m. a  49.000. ,Monte,Volte
FRANCHEVILLE-LA BARRE 14/07/22 C4,15 000E,2 475m,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 42.000. - Recul de 25 m. a  21.000. ,Attele,Volte
FRANCHEVILLE-LA BARRE 14/07/22 C5,18 000E,2 475m,Pour 6 7 et 8 ans n'ayant pas gagne 102.000. - Recul de 25 m. a  52.000. ,Attele,Volte
FRANCHEVILLE-LA BARRE 14/07/22 C6,15 000E,2 475m,Pour juments de 5 ans n'ayant pas gagne 42.000. - Recul de 25 m. a  21.000. ,Attele,Volte
FRANCHEVILLE-LA BARRE 14/07/22 C7,5 000E,2 500m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 59.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne trois courses. En cas d'elimination les chevaux drives par des personnes ayant gagne au moins dix courses seront elimines en priorite. ,Attele,Volte
GUER-COETQUIDAN 14/07/22 C1,12 000E,2 675m,Course H Pour 3 ans n'ayant pas gagne 2.300. ,Attele,Volte
GUER-COETQUIDAN 14/07/22 C2,13 000E,2 675m,Course F Pour 4 ans n'ayant pas gagne 11.100. ,Attele,Volte
GUER-COETQUIDAN 14/07/22 C3,18 000E,2 675m,Pour 6 7 et 8 ans n'ayant pas gagne 111.000. - Recul de 25 m. a  58.000. ,Attele,Volte
GUER-COETQUIDAN 14/07/22 C4,15 000E,2 700m,Pour 5 ans n'ayant pas gagne 34.000. - Avance de 25 m. aux chevaux n'ayant pas gagne 3.000 depuis le 1er janvier dernier inclus. ,Attele,Volte
GUER-COETQUIDAN 14/07/22 C5,13 000E,2 675m,Apprentis - lads-jockeys Pour 5 6 et 7 ans n'ayant pas gagne 75.000. - Recul de 25 m. a  40.000. ,Attele,Volte
GUER-COETQUIDAN 14/07/22 C6,13 000E,2 675m,Pour 6 ans n'ayant pas gagne 62.000. - Recul de 25 m. a  31.000. ,Attele,Volte
GUER-COETQUIDAN 14/07/22 C7,5 000E,2 675m,Eliminatoire de la Coupe Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 54.000. - Recul de 25 m. a  34.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Attele,Volte
JULLIANGES 14/07/22 C1,12 000E,2 425m,Course H Pour 3 ans n'ayant pas gagne 3.500. - Recul de 25 m. a  400. ,Attele,Volte
JULLIANGES 14/07/22 C2,12 000E,2 425m,Pour 4 ans n'ayant pas gagne 7.300. - Recul de 25 m. a  1.800. ,Attele,Volte
JULLIANGES 14/07/22 C3,10 000E,2 450m,Course R Course "a reclamer" Pour 4 ans n'ayant pas gagne 27.000 a  reclamer pour 6.000 ou 9.000. - Avance de 25 m. aux poulains et pouliches a  reclamer pour 6.000. ,Attele,Volte
JULLIANGES 14/07/22 C4,17 000E,2 425m,Pour 4 5 et 6 ans n'ayant pas gagne 73.000. - Recul de 25 m. a  37.500. ,Attele,Volte
JULLIANGES 14/07/22 C5,13 000E,2 425m,Apprentis - lads-jockeys Pour 5 ans n'ayant pas gagne 32.000. - Recul de 25 m. a  16.500. ,Attele,Volte
JULLIANGES 14/07/22 C6,20 000E,2 450m,Course F Course "ap" Pour 5 a  9 ans inclus n'ayant pas gagne 104.000. ,Monte,Volte
JULLIANGES 14/07/22 C7,5 000E,2 425m,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 72.000. - Recul de 25 m. a  40.000. ,Attele,Volte
LE DORAT 14/07/22 C1,13 000E,2 700m,Pour 3 ans n'ayant pas gagne 5.100. - Recul de 25 m. a  1.500. ,Attele,Volte
LE DORAT 14/07/22 C3,15 000E,2 700m,Pour 5 ans n'ayant pas gagne 51.000. - Recul de 25 m. a  24.800. ,Attele,Volte
LE DORAT 14/07/22 C7,13 000E,2 700m,Pour 6 ans n'ayant pas gagne 62.000. - Recul de 25 m. a  31.000. ,Attele,Volte
LE TOUQUET 14/07/22 C1,11 000E,2 100m,Pour 2 ans. Sont seules admises a  driver les personnes ayant gagne au moins dix courses au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Attele,Volte
LE TOUQUET 14/07/22 C2,13 000E,2 600m,Pour 3 ans ayant couru mais n'ayant pas gagne 1.800. ,Attele,Volte
LE TOUQUET 14/07/22 C3,13 000E,2 600m,Pour 4 ans n'ayant pas gagne 10.000. - Recul de 25 m. a  4.500. ,Attele,Volte
LE TOUQUET 14/07/22 C4,16 000E,2 600m,Pour 6 et 7 ans n'ayant pas gagne 78.000. - Recul de 25 m. a  39.000. ,Monte,Volte
LE TOUQUET 14/07/22 C5,13 000E,2 600m,Apprentis-lads-jockeys Pour 6 ans n'ayant pas gagne 61.000. - Recul de 25 m. a  35.000. ,Attele,Volte
LE TOUQUET 14/07/22 C6,19 000E,2 600m,Pour 6 a  9 ans inclus n'ayant pas gagne 117.000. - Recul de 25 m. a  58.000. ,Attele,Volte
LE TOUQUET 14/07/22 C7,5 000E,2 600m,Challenge UNAT NIDFE - FINNTACK Amateurs Pour 7 et 8 ans n'ayant pas gagne 99.000. - Recul de 25 m. a  48.000. En cas d'elimination le cheval drive par une personne n'ayant pas couru quatre fois cette annee sera maintenu partant en priorite. ,Attele,Volte
SAINT-PIERRE-LA-COUR 14/07/22 C1,12 000E,2 600m,Pour 4 ans n'ayant pas gagne 8.600. - Recul de 25 m. a  4.200. ,Attele,Volte
SAINT-PIERRE-LA-COUR 14/07/22 C2,15 000E,2 600m,Pour 6 et 7 ans n'ayant pas gagne 97.000. - Recul de 25 m. a  49.000. ,Attele,Volte
SAINT-PIERRE-LA-COUR 14/07/22 C3,21 000E,2 600m,Pour 7 a  10 ans inclus n'ayant pas gagne 180.000. - Recul de 25 m. a  90.000. ,Attele,Volte
SAINT-PIERRE-LA-COUR 14/07/22 C4,15 000E,2 600m,Pour 5 ans n'ayant pas gagne 48.000. - Recul de 25 m. a  25.000. ,Attele,Volte
SAINT-PIERRE-LA-COUR 14/07/22 C5,17 000E,2 600m,Apprentis - lads-jockeys Pour 6 a  9 ans inclus n'ayant pas gagne 131.000. - Recul de 25 m. a  64.000. ,Monte,Volte
SAINT-PIERRE-LA-COUR 14/07/22 C6,5 000E,2 600m,Course H Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 73.000. - Recul de 25 m. a  32.000. ,Attele,Volte
SAVENAY 14/07/22 C1,15 000E,3 100m,Pour 6 ans n'ayant pas gagne 78.000. - Recul de 25 m. a  37.000. ,Attele,Volte
SAVENAY 14/07/22 C3,15 000E,3 100m,Pour 4 ans n'ayant pas gagne 27.000. - Recul de 25 m. a  13.000. ,Attele,Volte
SAVENAY 14/07/22 C4,10 000E,3 125m,Course "a reclamer" Pour 5 et 6 ans n'ayant pas gagne 60.000 a  reclamer pour 6.000 ou 9.000. - Avance de 25 m. aux chevaux a  reclamer pour 6.000. ,Attele,Volte
SAVENAY 14/07/22 C5,20 000E,3 100m,Course Europeenne Pour 6 a  9 ans inclus n'ayant pas gagne 140.000. - Recul de 25 m. a  70.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. ,Attele,Volte
SAVENAY 14/07/22 C7,5 000E,3 100m,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 82.000. - Recul de 25 m. a  40.000. ,Attele,Volte
VITTEL 14/07/22 C1,12 000E,2 700m,Pour 3 ans n'ayant pas gagne 2.000. - Recul de 25 m. a  400. ,Attele,Volte
VITTEL 14/07/22 C2,18 000E,2 700m,Pour 7 et 8 ans n'ayant pas gagne 115.000. - Recul de 25 m. a  55.000. ,Attele,Volte
VITTEL 14/07/22 C3,20 000E,2 700m,Pour 6 a  9 ans inclus n'ayant pas gagne 165.000. - Recul de 25 m. a  82.000. ,Attele,Volte
CABOURG 15/07/22 C1,34 000E,2 750m,Pour 7 et 8 ans n'ayant pas gagne 190.000. - Recul de 25 m. a  90.000. ,Attele,Volte
CABOURG 15/07/22 C2,28 000E,2 750m,Course Nationale LeTROT Open des Regions - Basse-Normandie - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 42.000. - Recul de 25 m. a  19.000. ,Attele,Volte
CABOURG 15/07/22 C3,90 000E,2 725m,8eme Etape du Grand National du Trot Course Nationale   Pour 5 a  10 ans inclus ayant participe a  au moins une etape du Grand National du Trot en 2022. Sont seules admises a  driver les personnes ayant gagne au moins trente-cinq courses dont dix au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). Sont seuls admis a  courir les chevaux n'ayant pas remporte une course du Groupe I dans les 12 mois precedant la course. En cas d'elimination seront maintenus partants en priorite les chevaux les mieux classes apres l'etape du mercredi 22 juin 2022 a  Toulouse. Seront designes en 1ere ligne les chevaux ayant obtenu le plus de points au jour de la cloture des engagements. Les places des concurrents pour chaque ligne se feront par tirage au sort. En cas d'egalite de points sera retenu en priorite le concurrent ayant les gains les plus eleves au moment de la declaration de partants. ,Attele,Autostart
CABOURG 15/07/22 C4,8 000E,2 725m,8eme Etape du Grand National des Amateurs Course Nationale Trophee PMU   Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 130.000 a  leur 1ere participation au Grand National des Amateurs en 2022. Sont seuls admis a  driver les amateurs membres de l'U.N.A.T. ayant gagne au moins deux courses ou ayant couru au moins trente fois. En cas d'elimination seront maintenus partants en 1er lieu les chevaux ayant participe a  au moins une etape du GNA en 2022 en 2nd lieu les chevaux les mieux classes apres l'etape du mercredi 22 juin 2022 a  Toulouse. Seront designes en 1ere ligne les chevaux ayant obtenu le plus de points au jour de la cloture des engagements. Les places des concurrents pour chaque ligne se feront par tirage au sort. En cas d'egalite de points sera retenu en priorite le concurrent ayant les gains les plus eleves au moment de la declaration de partants. ,Attele,Autostart
