Nom,Prix,Distance,Mode course,Conditions,Depart
C2,15 000E,2 875m,Monte,Course "ap" Pour 5 6 et 7 ans n'ayant pas gagne 66.000. ,Volt
C3,13 000E,2 850m,Attele,Pour 3 ans n'ayant pas gagne 4.500. - Recul de 25 m. a  1.000. ,Volt
C4,25 000E,2 850m,Attele,Course D Pour 6 a  10 ans inclus n'ayant pas gagne 230.000. - Recul de 25 m. a  107.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C5,14 000E,2 850m,Attele,Apprentis-lads-jockeys Pour 5 ans n'ayant pas gagne 56.000. - Recul de 25 m. a  28.000. ,Volt
C6,5 000E,2 850m,Attele,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 95.000. - Recul de 25 m. a  49.000. ,Volt
C7,15 000E,2 850m,Attele,Pour 4 ans n'ayant pas gagne 36.000. - Recul de 25 m. a  17.000. ,Volt
C1,14 000E,2 825m,Attele,Pour 3 ans n'ayant pas gagne 4.500. ,Volt
C2,14 000E,2 825m,Attele,Pour 4 ans n'ayant pas gagne 21.500. - Recul de 25 m. a  10.500. ,Volt
C3,18 000E,2 825m,Attele,Pour 5 ans n'ayant pas gagne 65.000. - Recul de 25 m. a  33.000. ,Volt
C4,16 000E,2 825m,Attele,Pour 6 ans n'ayant pas gagne 80.000. - Recul de 25 m. a  40.000. ,Volt
C1,14 000E,2 450m,Attele,Pour 3 ans n'ayant pas gagne 6.000. ,Volt
C2,14 000E,2 450m,Attele,Challenge de l'Avenir Apprentis - lads-jockeys Pour 6 ans n'ayant pas gagne 81.000. - Recul de 25 m. a  40.500. ,Volt
C3,13 000E,2 450m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 5.000. ,Volt
C4,13 000E,2 450m,Attele,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 5.000. ,Volt
C5,20 000E,2 450m,Attele,Pour 5 a  10 ans inclus n'ayant pas gagne 173.000. - Recul de 25 m. a  83.000. ,Volt
C6,16 000E,2 450m,Attele,Pour 5 ans n'ayant pas gagne 40.000. ,Volt
C7,5 000E,3 325m,Attele,Eliminatoire de la Coupe Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 107.000. - Recul de 25 m. a  51.000. ,Volt
C1,19 000E,2 650m,Attele,Depart a  l'autostart Pour 6 ans n'ayant pas gagne 72.000. ,Autostart
C2,22 000E,2 650m,Attele,Depart a  l'autostart Pour 5 ans n'ayant pas gagne 50.000. ,Autostart
C3,32 000E,2 650m,Attele,Depart a  l'autostart Pour 6 a  10 ans inclus n'ayant pas gagne 206.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Autostart
C4,19 000E,2 650m,Attele,Depart a  l'autostart Pour 4 ans n'ayant pas gagne 28.000. ,Autostart
C5,6 000E,2 850m,Attele,CHALLENGE UNAT Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 86.000. - Recul de 25 m. a  40.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Volt
C6,20 000E,2 650m,Attele,Apprentis - lads-jockeys Depart a  l'autostart Pour 6 a  9 ans inclus n'ayant pas gagne 95.000. ,Autostart
C7,19 000E,2 850m,Monte,Pour 4 a  8 ans inclus n'ayant pas gagne 83.000. - Recul de 25 m. a  41.000. Avantage de poids (voir Conditions Generales). ,Volt
C8,17 000E,2 850m,Attele,Course F Course Nationale LeTROT Open des Regions - Sud-Est - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 6.700. - Recul de 25 m. a  1.000. ,Volt
C1,18 000E,2 700m,Attele,Course Nationale LeTROT Open des Regions - Grand Nord - 3 ans Course qualificative Depart a  l'autostart Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 7.400. ,Autostart
C2,23 000E,2 750m,Monte,Pour 5 6 et 7 ans n'ayant pas gagne 108.000. Avantage de poids (voir Conditions Generales). ,Volt
C3,18 000E,2 700m,Attele,Course Nationale LeTROT Open des Regions - Grand Nord - 4 ans Course qualificative Depart a  l'autostart Pour 4 ans n'ayant pas gagne 18.500. ,Autostart
C4,20 000E,2 750m,Attele,Pour 6 ans n'ayant pas gagne 80.000. - Recul de 25 m. a  43.000. ,Volt
C5,23 000E,2 750m,Attele,Course Nationale LeTROT Open des Regions - Grand Nord - 5 ans Course qualificative Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 69.000. - Recul de 25 m. a  37.000. ,Volt
C6,24 000E,2 700m,Attele,Depart a  l'autostart Pour 7 et 8 ans n'ayant pas gagne 93.000. ,Autostart
C7,26 000E,2 750m,Attele,Pour 6 a  10 ans inclus n'ayant pas gagne 166.000. - Recul de 25 m. a  88.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C1,18 000E,2 475m,Attele,Course Nationale LeTROT Open des Regions - Sud-Ouest - 4 ans Course qualificative Pour 4 ans ayant gagne au moins 5.000 mais pas 61.000. - Recul de 25 m. a  29.500. ,Volt
C2,14 000E,2 475m,Attele,Pour 5 ans n'ayant pas gagne 26.000. ,Volt
C3,18 000E,2 475m,Attele,Course Nationale LeTROT Open des Regions - Sud-Ouest - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 18.000. ,Volt
C4,45 000E,3 100m,Attele,TROPHEE VERT 10eme Etape du Trophee Vert Pour 6 a  10 ans inclus n'ayant pas gagne 580.000 a  leur premiere participation au Trophee Vert en 2022. - Recul de 25 m. a  189.000 de 50 m. a  320.000. Sont seules admises a  driver les personnes ayant gagne au moins dix courses (en etant titulaire d'une autorisation de monter a  titre professionnel). Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant jamais remporte de Groupe I ni depuis le 1er janvier 2021 ete classes premiers d'une epreuve de Groupe II. En cas d'elimination seront maintenus partants en priorite en premier lieu tout gagnant d'une etape cette annee en second lieu a  partir de la 5eme etape organisee cette annee les 5 premiers du classement. Course precedee d'un defile. Course PMU eventuelle. ,Volt
C5,18 000E,2 475m,Attele,Pour 5 6 et 7 ans n'ayant pas gagne 120.000. - Recul de 25 m. a  60.000. ,Volt
C6,7 000E,3 100m,Attele,TROPHEE VERT DES AMATEURS 10eme etape du Trophee Vert Eliminatoire de la Coupe Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 110.000 a  leur premiere participation au Trophee Vert des Amateurs en 2022. - Recul de 25 m. a  55.000 de 50 m. a  100.000. Sont seuls admis a  driver les amateurs membres de l'U.N.A.T. ayant gagne au moins deux courses ou ayant couru au moins vingt fois. En cas d'elimination seront maintenus partants en priorite en premier lieu tout gagnant (couple amateur/cheval) d'une etape cette annee en second lieu a  partir de la 5eme etape organisee cette annee les 5 premiers du classement (couple amateur/cheval). ,Volt
C7,17 000E,2 475m,Attele,Course G TROPHEE VERT DES APPRENTIS 10eme epreuve du Trophee Vert Challenge de l'Avenir Apprentis - lads-jockeys Pour 6 a  9 ans inclus n'ayant pas gagne 99.000. - Recul de 25 m. a  52.000. ,Volt
C8,16 000E,2 475m,Monte,Pour 5 6 et 7 ans n'ayant pas gagne 93.000. - Recul de 25 m. a  47.000. ,Volt
C1,13 000E,2 700m,Attele,Pour 3 ans n'ayant pas gagne 5.100. - Recul de 25 m. a  600. ,Volt
C2,10 000E,2 725m,Attele,Apprentis-lads-jockeys Course "a reclamer" Pour 5 6 et 7 ans n'ayant pas gagne 72.000 a  reclamer pour 7.000 ou 10.000. - Avance de 25 m. aux chevaux a  reclamer pour 7.000. ,Volt
C3,15 000E,2 700m,Monte,Pour 5 ans n'ayant pas gagne 45.000. - Recul de 25 m. a  23.000. ,Volt
C4,12 000E,2 700m,Attele,Pour 4 ans n'ayant pas gagne 11.500. - Recul de 25 m. a  5.500. ,Volt
C5,18 000E,2 700m,Attele,Pour 6 7 et 8 ans n'ayant pas gagne 103.000. - Recul de 25 m. a  51.000. ,Volt
C6,10 000E,2 725m,Attele,Course "a reclamer" Pour 4 ans n'ayant pas gagne 20.000 a  reclamer pour 7.000 ou 11.000. - Avance de 25 m. aux poulains et pouliches a  reclamer pour 7.000. ,Volt
C7,15 000E,2 700m,Attele,Pour 5 ans n'ayant pas gagne 40.000. - Recul de 25 m. a  19.000. ,Volt
C1,13 000E,2 850m,Attele,Pour 4 ans n'ayant pas gagne 14.000. - Recul de 25 m. a  7.000. ,Volt
C2,12 000E,2 875m,Monte,Course "ap" Pour 4 ans n'ayant pas gagne 8.000. ,Volt
C3,13 000E,2 850m,Attele,Pour pouliches de 3 ans n'ayant pas gagne 6.000. - Recul de 25 m. a  800. ,Volt
C4,16 000E,2 850m,Attele,Pour 5 et 6 ans n'ayant pas gagne 64.000. - Recul de 25 m. a  33.000. ,Volt
C5,18 000E,2 850m,Attele,Pour 6 7 et 8 ans n'ayant pas gagne 122.000. - Recul de 25 m. a  63.000. ,Volt
C6,13 000E,2 850m,Attele,Course F Apprentis - lads-jockeys Pour 5 ans n'ayant pas gagne 40.000. - Recul de 25 m. a  19.000. ,Volt
C7,5 000E,2 850m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 74.000. - Recul de 25 m. a  36.000. ,Volt
C1,11 000E,2 300m,Attele,Pour 2 ans. Sont seules admises a  driver les personnes ayant gagne au moins dix courses au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C2,14 000E,2 800m,Attele,Pour 3 ans n'ayant pas gagne 5.000. ,Volt
C3,14 000E,2 800m,Attele,Pour 4 ans n'ayant pas gagne 10.000. ,Volt
C4,18 000E,2 800m,Attele,Course Nationale LeTROT Open des Regions - Haute-Normandie/Ile-de-France - 5 ans Course qualificative Pour 5 ans n'ayant pas gagne 71.000. - Recul de 25 m. a  34.500. ,Volt
C5,23 000E,2 800m,Attele,Pour 6 a  10 ans inclus n'ayant pas gagne 222.000. - Recul de 25 m. a  106.000. ,Volt
C6,20 000E,2 800m,Attele,Pour 5 et 6 ans n'ayant pas gagne 112.000. - Recul de 25 m. a  56.000. ,Volt
C7,5 000E,2 800m,Attele,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 82.000. - Recul de 25 m. a  41.000. ,Volt
C1,13 000E,2 150m,Attele,Depart a  l'autostart Pour 3 ans n'ayant pas gagne 2.700. ,Autostart
C2,15 000E,2 800m,Attele,Depart a  l'autostart Pour 4 ans n'ayant pas gagne 23.000. ,Autostart
C3,18 000E,2 800m,Attele,Course Nationale LeTROT Open des Regions - Sud-Ouest - 5 ans Course qualificative Depart a  l'autostart Pour 5 ans ayant gagne au moins 10.000 mais pas 59.000. ,Autostart
C4,17 000E,2 800m,Attele,Depart a  l'autostart Pour 7 ans n'ayant pas gagne 79.000. ,Autostart
C5,23 000E,2 800m,Attele,Challenge Henri Menaud Course qualificative Pour 5 a  10 ans inclus n'ayant pas gagne 205.000 les 5 ans ayant gagne au moins 94.000 les 6 7 et 8 ans au moins 70.000. - Recul de 25 m. a  94.000. ,Volt
C6,17 000E,2 800m,Monte,Pour 6 7 et 8 ans n'ayant pas gagne 75.000. ,Volt
C7,5 000E,2 150m,Attele,Amateurs Depart a  l'autostart Pour 6 7 et 8 ans n'ayant pas gagne 52.000. ,Autostart
C1,15 000E,2 200m,Monte,Apprentis-lads-jockeys Pour chevaux entiers et hongres de 6 7 et 8 ans n'ayant pas gagne 73.000. ,Volt
C2,17 000E,2 900m,Attele,Course Nationale LeTROT Open des Regions - Basse-Normandie - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 30.000. - Recul de 25 m. a  12.600. ,Volt
C3,17 000E,2 900m,Attele,Course Nationale LeTROT Open des Regions - Basse-Normandie - 4 ans Course qualificative Pour pouliches de 4 ans ayant gagne au moins 2.300 mais pas 46.000. - Recul de 25 m. a  23.000. ,Volt
C4,15 000E,2 900m,Attele,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 31.500. - Recul de 25 m. a  15.000. ,Volt
C5,17 000E,2 900m,Attele,Course Nationale LeTROT Open des Regions - Basse-Normandie - 5 ans Course qualificative Pour 5 ans n'ayant pas gagne 70.000. - Recul de 25 m. a  38.000. ,Volt
C6,13 000E,2 200m,Attele,Course F Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 4.800. ,Volt
C7,14 000E,2 900m,Attele,Apprentis-lads-jockeys Pour 6 ans n'ayant pas gagne 81.000. - Recul de 25 m. a  39.000. ,Volt
C1,13 000E,2 300m,Attele,Pour 3 ans n'ayant pas gagne 5.000. ,Volt
C2,12 000E,2 300m,Attele,Pour 4 ans n'ayant pas gagne 7.900. ,Volt
C3,16 000E,3 100m,Attele,Challenge de l'Avenir Apprentis - lads-jockeys Pour 6 a  9 ans inclus n'ayant pas gagne 99.000. - Recul de 25 m. a  52.000. ,Volt
C4,22 000E,3 100m,Attele,Pour 7 a  10 ans inclus n'ayant pas gagne 222.000. - Recul de 25 m. a  111.000. ,Volt
C5,5 000E,3 100m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 70.000. - Recul de 25 m. a  36.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C1,14 000E,2 600m,Attele,Pour 3 ans n'ayant pas gagne 4.300. - Recul de 25 m. a  400. ,Volt
C3,18 000E,3 150m,Attele,Pour 5 6 et 7 ans n'ayant pas gagne 117.000. - Recul de 25 m. a  59.000. ,Volt
C5,20 000E,3 150m,Attele,Pour 6 a  9 ans inclus n'ayant pas gagne 155.000. - Recul de 25 m. a  79.000. ,Volt
C7,14 000E,3 150m,Attele,Course F Pour 4 ans n'ayant pas gagne 14.500. - Recul de 25 m. a  7.100. ,Volt
C2,12 000E,2 750m,Attele,Pour 4 ans n'ayant pas gagne 11.700. - Recul de 25 m. a  5.800. ,Volt
C4,15 000E,2 750m,Attele,Course F Pour 6 et 7 ans n'ayant pas gagne 92.000. - Recul de 25 m. a  46.000. ,Volt
C6,5 000E,2 750m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 60.000. - Recul de 25 m. a  35.000. ,Volt
C1,13 000E,2 225m,Attele,Course F Pour 3 ans n'ayant pas gagne 3.500. - Avance de 25 m. aux poulains et pouliches n'ayant rien gagne. ,Volt
C2,15 000E,3 200m,Attele,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 40.000. - Recul de 25 m. a  20.000. ,Volt
C3,12 000E,2 200m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 9.500. - Recul de 25 m. a  3.000. ,Volt
C4,12 000E,2 200m,Attele,Course H Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 9.500. - Recul de 25 m. a  3.000. ,Volt
C5,22 000E,3 200m,Attele,Pour 6 a  10 ans inclus n'ayant pas gagne 188.000. - Recul de 25 m. a  95.000. ,Volt
C6,20 000E,3 225m,Monte,Course D Course "ap" Pour 5 a  8 ans inclus n'ayant pas gagne 110.000. ,Volt
C7,13 000E,3 200m,Attele,Course F Pour pouliches de 4 ans n'ayant pas gagne 23.000. - Recul de 25 m. a  11.000. ,Volt
C1,13 000E,2 400m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 4.700. - Recul de 25 m. a  1.100. ,Volt
C2,12 000E,2 400m,Attele,Pour 4 ans n'ayant pas gagne 12.000. - Recul de 25 m. a  4.700. ,Volt
C4,14 000E,3 000m,Attele,Apprentis-lads-jockeys Pour juments de 6 ans n'ayant pas gagne 69.000. - Recul de 25 m. a  32.000. ,Volt
C6,15 000E,3 000m,Attele,Pour 5 ans n'ayant pas gagne 44.500. - Recul de 25 m. a  22.500. ,Volt
C1,14 000E,2 625m,Attele,Pour 4 ans n'ayant pas gagne 18.000. - Recul de 25 m. a  9.500. ,Volt
C2,16 000E,2 625m,Monte,Pour 5 ans n'ayant pas gagne 30.000. ,Volt
C3,14 000E,2 625m,Attele,Pour 5 ans n'ayant pas gagne 28.500. ,Volt
C4,23 000E,2 625m,Attele,Pour 7 a  10 ans inclus n'ayant pas gagne 188.000. - Recul de 25 m. a  94.000. ,Volt
C5,14 000E,2 625m,Attele,Apprentis - lads-jockeys Pour 6 ans n'ayant pas gagne 78.000. - Recul de 25 m. a  36.000. ,Volt
C6,16 000E,2 625m,Monte,Pour 6 ans n'ayant pas gagne 71.000. - Recul de 25 m. a  38.000. ,Volt
C7,13 000E,2 625m,Attele,Pour 3 ans n'ayant pas gagne 600. ,Volt
C1,15 000E,2 700m,Attele,Course Nationale LeTROT Open des Regions - Grand Nord - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 10.500. - Recul de 25 m. a  4.000. ,Volt
C2,12 000E,2 700m,Attele,Pour 4 ans n'ayant pas gagne 10.600. - Recul de 25 m. a  5.300. ,Volt
C3,20 000E,2 700m,Attele,Pour 5 a  9 ans inclus n'ayant pas gagne 136.000. - Recul de 25 m. a  68.000. ,Volt
C4,5 000E,2 725m,Attele,Eliminatoire de la Coupe Challenge UNAT NIDFE - FINNTACK Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 71.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne cinq courses. ,Volt
C4,15 000E,3 150m,Attele,Course Internationale Pour 6 a  10 ans inclus n'ayant pas gagne 380.000 a  leur premiere participation en Corse ni gagne 500.000 dans leur carriere les 6 ans ayant gagne au moins 50.000. - Recul de 25 m. a  250.000. ,Volt
C6,12 000E,2 200m,Attele,Pour 5 6 et 7 ans n'ayant pas gagne 90.000. - Recul de 25 m. a  45.000. ,Volt
C1,41 000E,2 925m,Attele,Pour 6 a  10 ans inclus n'ayant pas gagne 315.000. ,Volt
C2,32 000E,2 925m,Attele,Pour 5 et 6 ans n'ayant pas gagne 138.000. - Recul de 25 m. a  63.000. ,Volt
C3,71 000E,2 925m,Attele,Course Internationale Pour 6 a  10 ans inclus n'ayant pas gagne 720.000. ,Volt
C4,28 000E,2 150m,Attele,Depart a  l'autostart Pour 6 a  9 ans inclus n'ayant pas gagne 125.000. ,Autostart
C5,28 000E,2 925m,Attele,Course D Course Nationale LeTROT Open des Regions - Sud-Est - 5 ans Course qualificative Pour 5 ans n'ayant pas gagne 90.000. ,Volt
C6,22 000E,2 925m,Attele,Pour juments de 5 ans n'ayant pas gagne 41.000. ,Volt
C7,32 000E,2 925m,Attele,Course B Course Nationale LeTROT Open des Regions - Sud-Est - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 52.000. - Recul de 25 m. a  24.000. ,Volt
C1,26 000E,2 625m,Attele,Pour 6 7 et 8 ans n'ayant pas gagne 150.000. - Recul de 25 m. a  73.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C2,26 000E,2 550m,Attele,Depart a  l'autostart Pour 7 ans n'ayant pas gagne 111.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Autostart
C3,19 000E,2 550m,Attele,Course Nationale LeTROT Open des Regions - Basse-Normandie - 4 ans Course qualificative Depart a  l'autostart Pour 4 ans ayant gagne au moins 2.300 mais pas 25.000. ,Autostart
C4,32 000E,2 625m,Attele,Pour 6 a  10 ans inclus n'ayant pas gagne 301.000. - Recul de 25 m. a  139.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C5,19 000E,2 550m,Attele,Depart a  l'autostart Pour juments de 5 ans n'ayant pas gagne 47.000. ,Autostart
C6,21 000E,2 625m,Monte,Course Europeenne Apprentis-lads-jockeys Pour 6 7 et 8 ans n'ayant pas gagne 105.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele ou au trot monte 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. Poids minimum (voir Conditions Generales). ,Volt
C7,19 000E,2 625m,Attele,Course Nationale LeTROT Open des Regions - Basse-Normandie - 3 ans Course qualificative Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 8.000. ,Volt
C8,6 000E,2 625m,Attele,CHALLENGE UNAT Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 103.000. - Recul de 25 m. a  54.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Volt
C3,13 000E,2 600m,Attele,Pour 4 ans n'ayant pas gagne 16.300. - Recul de 25 m. a  7.200. ,Volt
C4,15 000E,2 600m,Attele,Pour 5 ans n'ayant pas gagne 45.000. - Recul de 25 m. a  21.500. ,Volt
C5,19 000E,2 600m,Attele,Challenge de l'Amicale de Gascogne Pour 7 8 et 9 ans n'ayant pas gagne 131.000. - Recul de 25 m. a  63.000. ,Volt
C1,13 000E,2 400m,Attele,Pour pouliches de 3 ans n'ayant pas gagne 4.700. - Recul de 25 m. a  1.100. ,Volt
C3,17 000E,3 000m,Attele,Course Nationale LeTROT Open des Regions - Anjou-Maine - 4 ans Course qualificative Pour 4 ans n'ayant pas gagne 48.000. - Recul de 25 m. a  22.000. ,Volt
C5,20 000E,3 000m,Attele,Pour 6 a  10 ans inclus n'ayant pas gagne 173.000. - Recul de 25 m. a  86.000. ,Volt
C1,26 000E,2 750m,Attele,Pour 7 ans n'ayant pas gagne 131.000. - Recul de 25 m. a  68.000. ,Volt
C2,21 000E,2 750m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 34.500. - Recul de 25 m. a  16.000. ,Volt
C3,20 000E,2 725m,Attele,Apprentis-lads-jockeys Depart a  l'autostart Pour chevaux entiers et hongres de 6 ans n'ayant pas gagne 66.000. ,Autostart
C4,22 000E,2 725m,Attele,Depart a  l'autostart Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 41.500. ,Autostart
C5,24 000E,2 750m,Monte,Pour 4 ans n'ayant pas gagne 38.000. Avantage de poids (voir Conditions Generales). ,Volt
C6,21 000E,2 725m,Attele,Depart a  l'autostart Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 27.000. ,Autostart
C7,26 000E,2 750m,Monte,Pour 6 7 et 8 ans n'ayant pas gagne 91.000. Avantage de poids (voir Conditions Generales). ,Volt
C8,21 000E,2 750m,Attele,Pour pouliches de 3 ans n'ayant pas gagne 10.800. ,Volt
C9,6 000E,2 050m,Attele,Amateurs Depart a  l'autostart Pour 6 7 et 8 ans n'ayant pas gagne 72.000. ,Autostart
C1,25 000E,2 850m,Attele,Depart a  l'autostart Pour 5 et 6 ans n'ayant pas gagne 73.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Autostart
C2,28 000E,2 950m,Attele,Pour juments de 6 a  10 ans inclus n'ayant pas gagne 205.000. - Recul de 25 m. a  105.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C3,19 000E,2 850m,Attele,Depart a  l'autostart Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 20.000. ,Autostart
C4,19 000E,2 850m,Attele,Depart a  l'autostart Pour pouliches de 4 ans n'ayant pas gagne 20.000. ,Autostart
C5,17 000E,2 950m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 7.000. ,Volt
C6,17 000E,2 950m,Attele,Pour pouliches de 3 ans n'ayant pas gagne 7.000. ,Volt
C7,20 000E,2 300m,Monte,Pour 5 ans n'ayant pas gagne 35.000. Avantage de poids (voir Conditions Generales). ,Volt
C8,6 000E,2 850m,Attele,CHALLENGE UNAT Amateurs Depart a  l'autostart Pour 7 8 et 9 ans n'ayant pas gagne 90.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Autostart
C1,13 000E,2 150m,Attele,Pour 3 ans ayant gagne au moins 120 mais pas 5.300. ,Volt
C2,13 000E,2 150m,Attele,Pour 4 ans n'ayant pas gagne 10.100. ,Volt
C3,15 000E,2 150m,Monte,Pour 4 ans n'ayant pas gagne 22.000. ,Volt
C4,15 000E,2 975m,Attele,Pour 5 ans n'ayant pas gagne 30.000. - Avance de 25 m. aux chevaux n'ayant pas couru six fois depuis le 1er janvier dernier inclus. ,Volt
C5,17 000E,2 950m,Attele,Pour 4 ans n'ayant pas gagne 35.000. ,Volt
C6,18 000E,2 950m,Attele,Course F Pour 6 7 et 8 ans n'ayant pas gagne 121.000. - Recul de 25 m. a  59.000. ,Volt
C7,5 000E,2 950m,Attele,Course H Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 81.000. - Recul de 25 m. a  38.000. ,Volt
C1,39 000E,2 875m,Attele,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 49.000. ,Volt
C2,18 000E,2 150m,Attele,Apprentis-lads-jockeys Course "a reclamer" Depart a  l'autostart Pour 6 a  10 ans inclus a  reclamer pour 14.000. ,Autostart
C3,39 000E,2 875m,Attele,Pour pouliches de 3 ans n'ayant pas gagne 15.500. ,Volt
C4,39 000E,2 875m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 15.500. ,Volt
C5,49 000E,2 875m,Monte,Pour 6 a  10 ans inclus n'ayant pas gagne 175.000. Avantage de poids (voir Conditions Generales). ,Volt
C6,12 000E,2 875m,Attele,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 104.000. - Recul de 25 m. a  54.000. ,Volt
C7,44 000E,2 150m,Attele,Depart a  l'autostart Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 71.000. ,Autostart
C8,44 000E,2 250m,Monte,Pour 3 ans n'ayant pas gagne 36.000. Avantage de poids (voir Conditions Generales). ,Volt
C1,17 000E,2 675m,Monte,Pour 4 ans n'ayant pas gagne 16.000. Avantage de poids (voir Conditions Generales). ,Volt
C2,19 000E,2 675m,Attele,Course Nationale LeTROT Open des Regions - Basse-Normandie - 3 ans Course qualificative Pour pouliches de 3 ans n'ayant pas gagne 8.000. ,Volt
C3,18 000E,2 675m,Attele,Apprentis-lads-jockeys Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 47.000. ,Volt
C4,17 000E,2 675m,Attele,Course Nationale LeTROT Open des Regions - Basse-Normandie - 4 ans Course qualificative Pour pouliches de 4 ans ayant gagne au moins 2.300 mais pas 18.500. ,Volt
C5,17 000E,2 675m,Attele,Course Nationale LeTROT Open des Regions - Basse-Normandie - 4 ans Course qualificative Pour poulains entiers et hongres de 4 ans ayant gagne au moins 2.300 mais pas 18.500. ,Volt
C6,22 000E,2 675m,Attele,Pour 5 ans n'ayant pas gagne 76.000. - Recul de 25 m. a  38.500. ,Volt
C7,20 000E,2 675m,Attele,Pour chevaux entiers et hongres de 6 ans n'ayant pas gagne 91.000. - Recul de 25 m. a  44.000. ,Volt
C8,20 000E,2 675m,Attele,Pour juments de 6 ans n'ayant pas gagne 91.000. - Recul de 25 m. a  44.000. ,Volt
C1,20 000E,2 150m,Attele,Apprentis-lads-jockeys Depart a  l'autostart Pour 7 ans n'ayant pas gagne 97.000. ,Autostart
C2,14 000E,2 150m,Attele,Depart a  l'autostart Pour 3 ans n'ayant pas gagne 1.300. ,Autostart
C3,16 000E,2 700m,Attele,Depart a  l'autostart Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 16.000. ,Autostart
C4,20 000E,2 925m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 38.000. ,Volt
C5,20 000E,2 700m,Attele,Depart a  l'autostart Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 64.000. ,Autostart
C6,5 500E,2 925m,Attele,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 115.000. - Recul de 25 m. a  57.000. ,Volt
C1,20 000E,2 775m,Attele,Pour 6 ans n'ayant pas gagne 88.000. - Recul de 25 m. a  43.500. ,Volt
