Nom,Prix,Distance,Mode course,Conditions,Depart
C7,28 000E,2 675m,Attele,Course Europeenne Depart a  l'autostart Pour 6 a  9 ans inclus n'ayant pas gagne 141.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Autostart
C8,25 000E,2 725m,Attele,Pour 5 a  8 ans inclus n'ayant pas gagne 173.000. - Recul de 25 m. a  83.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C1,12 000E,2 175m,Attele,Course H Pour 3 ans n'ayant pas gagne 300. - Avance de 25 m. aux poulains et pouliches n'ayant jamais couru. ,Volt
C2,12 000E,2 175m,Attele,Course H Pour 4 ans n'ayant pas gagne 9.500. - Avance de 25 m. aux poulains et pouliches n'ayant pas couru six fois depuis le 1er janvier dernier inclus. ,Volt
C3,14 000E,2 150m,Monte,Course F Challenge de l'Avenir Apprentis-lads-jockeys Pour 6 ans n'ayant pas gagne 68.000. ,Volt
C4,15 000E,2 175m,Attele,Course F Course "ap" Pour 5 ans n'ayant pas gagne 47.000. ,Volt
C5,17 000E,2 950m,Attele,Course Nationale LeTROT Open des Regions - Sud-Ouest - 4 ans Course qualificative Pour 4 ans ayant gagne au moins 5.000 mais pas 56.000. - Recul de 25 m. a  24.000. ,Volt
C6,22 000E,2 950m,Attele,Course E Challenge Henri Menaud Course qualificative Pour 5 a  9 ans inclus n'ayant pas gagne 185.000. - Recul de 25 m. a  82.500. ,Volt
C7,5 000E,2 950m,Attele,Course H Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 65.000. - Recul de 25 m. a  31.000. ,Volt
C1,13 000E,2 700m,Attele,Apprentis-lads-jockeys Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 17.500. - Recul de 25 m. a  7.300. ,Volt
C2,14 000E,2 700m,Monte,Pour 4 ans n'ayant pas gagne 15.000. ,Volt
C3,13 000E,2 700m,Attele,Apprentis-lads-jockeys Pour pouliches de 4 ans n'ayant pas gagne 17.500. - Recul de 25 m. a  7.300. ,Volt
C4,13 000E,2 700m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 2.900. ,Volt
C5,21 000E,2 700m,Attele,Pour 7 8 et 9 ans n'ayant pas gagne 126.000. - Recul de 25 m. a  63.000. ,Volt
C6,16 000E,2 700m,Attele,Pour 5 ans n'ayant pas gagne 48.500. - Recul de 25 m. a  24.000. ,Volt
C1,32 000E,2 750m,Attele,Pour 6 ans ayant gagne au moins 50.000 mais pas 221.000. - Recul de 25 m. a  101.000. ,Volt
C2,24 000E,2 750m,Attele,Pour juments de 4 et 5 ans n'ayant pas gagne 66.000. - Recul de 25 m. a  32.500. ,Volt
C3,28 000E,2 750m,Attele,Pour juments de 5 a  8 ans inclus n'ayant pas gagne 165.000. - Recul de 25 m. a  78.000. ,Volt
C4,36 000E,2 750m,Monte,Pour 5 a  10 ans inclus n'ayant pas gagne 225.000. - Recul de 25 m. a  115.000. Avantage de poids (voir Conditions Generales). ,Volt
C5,21 000E,2 725m,Attele,Depart a  l'autostart Pour pouliches de 4 ans n'ayant pas gagne 29.500. ,Autostart
C6,21 000E,2 050m,Attele,Depart a  l'autostart Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 13.000. ,Autostart
C7,22 000E,2 750m,Attele,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 45.000. - Recul de 25 m. a  21.500. ,Volt
C8,19 000E,2 750m,Monte,Pour pouliches de 4 ans n'ayant pas gagne 18.000. Avantage de poids (voir Conditions Generales). ,Volt
C9,6 000E,2 725m,Attele,Course F Course Europeenne Amateurs Depart a  l'autostart Pour 6 a  9 ans inclus n'ayant pas gagne 101.000. (12 partants maximum 6 par rang). Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. En cas d'elimination les chevaux drives par les 4 amateurs suedois designes par l'U.N.A.T. seront maintenus partants en priorite. ,Autostart
C1,22 000E,2 225m,Monte,Pour 5 et 6 ans n'ayant pas gagne 68.000. Avantage de poids (voir Conditions Generales). ,Volt
C2,12 000E,2 050m,Attele,Course "a reclamer" Depart a  l'autostart Pour 3 ans n'ayant pas gagne 18.000 a  reclamer pour 10.000. ,Autostart
C3,16 000E,2 050m,Attele,Depart a  l'autostart Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 7.500. ,Autostart
C4,6 000E,3 350m,Attele,CHALLENGE UNAT Amateurs Depart a  l'autostart Pour 6 a  9 ans inclus n'ayant pas gagne 92.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Autostart
C5,19 000E,2 050m,Attele,Course Nationale LeTROT Open des Regions - Centre-Est - 4 ans Course qualificative Depart a  l'autostart Pour pouliches de 4 ans n'ayant pas gagne 24.000. ,Autostart
C6,23 000E,2 850m,Attele,Apprentis-lads-jockeys Pour 7 a  10 ans inclus n'ayant pas gagne 148.000. - Recul de 25 m. a  75.000. ,Volt
C7,20 000E,2 850m,Attele,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 48.000. - Recul de 25 m. a  23.000. ,Volt
C8,25 000E,2 850m,Attele,Course Europeenne Pour 6 ans n'ayant pas gagne 175.000. - Recul de 25 m. a  84.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. ,Volt
C1,25 000E,2 725m,Attele,Pour 6 a  9 ans inclus n'ayant pas gagne 137.000. - Recul de 25 m. a  66.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C2,22 000E,2 725m,Attele,Course Nationale LeTROT Open des Regions - Ouest - 5 ans Course qualificative Pour 5 ans n'ayant pas gagne 70.000. - Recul de 25 m. a  35.000. ,Volt
C3,20 000E,2 725m,Attele,Pour juments de 5 ans n'ayant pas gagne 44.000. ,Volt
C4,19 000E,2 725m,Attele,Course E Course Nationale LeTROT Open des Regions - Ouest - 4 ans Course qualificative Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 22.500. ,Volt
C5,19 000E,2 725m,Attele,Course Nationale LeTROT Open des Regions - Ouest - 4 ans Course qualificative Pour pouliches de 4 ans n'ayant pas gagne 22.500 ,Volt
C6,20 000E,2 725m,Monte,Pour 6 et 7 ans n'ayant pas gagne 68.000. Avantage de poids (voir Conditions Generales). ,Volt
C7,6 000E,2 725m,Attele,CHALLENGE UNAT Eliminatoire de la Coupe Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 95.000. - Recul de 25 m. a  50.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Volt
C8,16 000E,2 725m,Attele,Pour 3 ans n'ayant pas gagne 400. ,Volt
C1,14 000E,2 800m,Attele,Apprentis - lads-jockeys Pour 5 ans n'ayant pas gagne 38.000. - Recul de 25 m. a  18.000. ,Volt
C2,12 000E,2 800m,Attele,Pour pouliches de 3 ans n'ayant pas gagne 1.900. ,Volt
C3,12 000E,2 800m,Attele,Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 1.900. ,Volt
C4,18 000E,2 800m,Attele,Pour 6 7 et 8 ans n'ayant pas gagne 115.000. - Recul de 25 m. a  58.000. ,Volt
C5,13 000E,2 800m,Attele,Pour 4 ans n'ayant pas gagne 13.400. - Recul de 25 m. a  5.600. ,Volt
C6,13 000E,2 825m,Monte,Course "ap" Pour 4 ans n'ayant pas gagne 10.000. ,Volt
C7,5 000E,2 825m,Attele,Eliminatoire de la Coupe Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 61.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas couru plus de quatre fois cette annee. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C1,44 000E,2 875m,Monte,Pour 4 ans n'ayant pas gagne 90.000. Avantage de poids (voir Conditions Generales). ,Volt
C2,80 000E,2 150m,Attele,Course Europeenne Depart a  l'autostart Pour 3 ans ayant gagne au moins 10.000 mais pas 110.000. Sont seuls admis a  participer a  cette epreuve les poulains et pouliches n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er d'une epreuve de Groupe I. Sont seules admises a  driver les personnes ayant gagne au moins trente-cinq courses dont dix au trot attele ,Autostart
C3,90 000E,2 875m,Attele,Course Europeenne Pour 5 a  10 ans inclus n'ayant pas gagne 685.000; les 5 a  8 ans ayant gagne au moins 90.000. - Recul de 25 m. a  350.000. ,Volt
C4,53 000E,2 150m,Attele,Course Europeenne Depart a  l'autostart Pour 7 et 8 ans n'ayant pas gagne 169.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. ,Autostart
C5,44 000E,2 150m,Attele,Depart a  l'autostart Pour chevaux entiers et hongres de 5 6 et 7 ans n'ayant pas gagne 128.000. ,Autostart
C6,80 000E,2 875m,Attele,Course Europeenne Pour 4 et 5 ans ayant gagne au moins 30.000 mais pas 280.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I. ,Volt
C7,51 000E,2 250m,Monte,Pour 5 et 6 ans n'ayant pas gagne 105.000. Avantage de poids (voir Conditions Generales). ,Volt
C8,39 000E,2 150m,Attele,Depart a  l'autostart Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 44.000. ,Autostart
C9,39 000E,2 875m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 35.000. ,Volt
C1,13 000E,2 950m,Attele,Course H Challenge de l'Avenir Apprentis - lads-jockeys Pour 6 ans n'ayant pas gagne 59.000. - Recul de 25 m. a  29.000. ,Volt
C2,17 000E,2 150m,Attele,Course D Course Nationale LeTROT Open des Regions - Sud-Ouest - 3 ans Course qualificative Pour 3 ans ayant gagne au moins 1.000 mais pas 20.000. ,Volt
C3,13 000E,2 150m,Attele,Pour 4 ans n'ayant pas gagne 15.000. ,Volt
C4,15 000E,2 950m,Attele,Course F Pour juments de 5 ans n'ayant pas gagne 53.000. - Recul de 25 m. a  23.000. ,Volt
C5,15 000E,2 950m,Attele,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 53.000. - Recul de 25 m. a  23.000. ,Volt
C6,20 000E,2 950m,Attele,Pour 5 a  8 ans inclus n'ayant pas gagne 157.000. - Recul de 25 m. a  75.000. ,Volt
C7,5 000E,2 975m,Attele,Course H Eliminatoire de la Coupe Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 44.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne dix courses. ,Volt
C1,26 000E,2 950m,Attele,Pour juments de 6 7 et 8 ans n'ayant pas gagne 106.000. - Recul de 25 m. a  51.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C2,24 000E,2 150m,Attele,Depart a  l'autostart Pour juments de 6 et 7 ans n'ayant pas gagne 89.000. ,Autostart
C3,120 000E,2 950m,Attele,Course Internationale Pour 4 a  10 ans inclus. - Recul de 25 m. a  450.000. Sont seules admises a  driver les personnes ayant gagne au moins trente-cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C4,22 000E,1 609m,Attele,Depart a  l'autostart Pour juments de 5 ans n'ayant pas gagne 37.000. ,Autostart
C5,36 000E,2 950m,Monte,Course Europeenne Pour 5 a  10 ans inclus n'ayant pas gagne 275.000. - Recul de 25 m. a  151.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course gagne une epreuve de Groupe I au trot monte ou au trot attele. Avantage de poids (voir Conditions Generales). ,Volt
C6,21 000E,2 150m,Attele,Course Nationale LeTROT Open des Regions - Centre-Est - 4 ans Course qualificative Depart a  l'autostart Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 24.000. ,Autostart
C7,28 000E,2 950m,Attele,Course Nationale LeTROT Open des Regions - Centre-Est - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 31.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C1,20 000E,2 750m,Monte,Pour 5 ans n'ayant pas gagne 53.000. - Recul de 25 m. a  26.000. Avantage de poids (voir Conditions Generales). ,Volt
C2,23 000E,2 750m,Attele,Course Nationale LeTROT Open des Regions - Grand Nord - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 15.000. ,Volt
C3,20 000E,2 700m,Attele,Course Nationale LeTROT Open des Regions - Grand Nord - 4 ans Course qualificative Depart a  l'autostart Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 27.500. ,Autostart
C4,6 000E,1 800m,Attele,CHALLENGE UNAT Challenge UNAT NIDFE - Sellerie de Grosbois Amateurs Depart a  l'autostart Pour 7 et 8 ans n'ayant pas gagne 75.000. Sont seules admises a  driver les personnes ayant gagne au moins deux courses ou ayant couru au moins trente fois. ,Autostart
C5,23 000E,1 800m,Attele,Course Nationale LeTROT Open des Regions - Grand Nord - 5 ans Course qualificative Depart a  l'autostart Pour 5 ans n'ayant pas gagne 51.000. ,Autostart
C6,23 000E,1 800m,Attele,Apprentis-lads-jockeys Depart a  l'autostart Pour 5 et 6 ans n'ayant pas gagne 85.000. ,Autostart
C7,100 000E,1 609m,Attele,Groupe II Course Internationale Depart a  l'autostart Pour 4 a  10 ans inclus ayant gagne au moins 160.000. Sont seules admises a  driver les personnes ayant gagne au moins trente-cinq courses dont dix au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Autostart
C8,26 000E,2 750m,Attele,Pour juments de 7 8 et 9 ans n'ayant pas gagne 147.000. - Recul de 25 m. a  79.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C1,12 000E,2 300m,Attele,Pour 3 ans n'ayant pas gagne 900. ,Volt
C2,5 000E,2 300m,Attele,Challenge UNAT NIDFE - FINNTACK Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 61.000. - Recul de 25 m. a  30.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C3,12 000E,3 100m,Attele,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 8.000. ,Volt
C4,17 000E,3 175m,Attele,Apprentis-lads-jockeys Pour 6 7 et 8 ans n'ayant pas gagne 99.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne six courses. ,Volt
C5,18 000E,3 150m,Attele,Course Europeenne Pour 6 7 et 8 ans n'ayant pas gagne 130.000. - Recul de 25 m. a  66.000. Sont seuls admis a  participer a  cette epreuve les chevaux n'ayant pas dans les 12 mois precedant la course ete classes au trot attele 1er 2eme ou 3eme d'une epreuve de Groupe I ou 1er d'une epreuve de Groupe II. ,Volt
C6,20 000E,3 175m,Monte,Course "ap" Pour 7 8 et 9 ans n'ayant pas gagne 118.000. ,Volt
C7,5 000E,3 150m,Attele,Eliminatoire de la Coupe Challenge UNAT NIDFE - FINNTACK Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 84.000. - Recul de 25 m. a  41.500. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C1,12 000E,2 550m,Attele,Pour 2 ans n'ayant jamais couru. Sont seules admises a  driver les personnes ayant gagne au moins dix courses au trot attele (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C2,14 000E,2 400m,Attele,Depart a  l'autostart Pour 3 ans ayant couru mais n'ayant pas gagne 4.000. ,Autostart
C3,18 000E,2 400m,Attele,Depart a  l'autostart Pour 7 ans n'ayant pas gagne 77.000. ,Autostart
C4,15 000E,2 400m,Attele,Challenge de l'Avenir Apprentis-lads-jockeys Depart a  l'autostart Pour 5 ans n'ayant pas gagne 35.000. ,Autostart
C5,21 000E,2 400m,Attele,Depart a  l'autostart Pour 7 8 et 9 ans n'ayant pas gagne 123.000. ,Autostart
C6,14 000E,2 550m,Attele,Pour 4 ans n'ayant pas gagne 19.300. - Recul de 25 m. a  8.000. ,Volt
C7,15 000E,2 550m,Monte,Challenge de l'Avenir Apprentis - lads-jockeys Pour 5 et 6 ans n'ayant pas gagne 48.000. ,Volt
C1,13 000E,2 650m,Attele,Pour 4 ans n'ayant pas gagne 14.500. - Recul de 25 m. a  7.200. ,Volt
C2,12 000E,2 650m,Attele,Pour 3 ans n'ayant pas gagne 2.500. ,Volt
C3,17 000E,2 650m,Attele,Pour 6 7 et 8 ans n'ayant pas gagne 69.000. ,Volt
C4,15 000E,2 650m,Attele,Pour 5 ans n'ayant pas gagne 54.000. - Recul de 25 m. a  26.000. ,Volt
C5,17 000E,2 650m,Attele,Pour 7 ans n'ayant pas gagne 84.000. - Recul de 25 m. a  44.000. ,Volt
C6,25 000E,2 650m,Attele,Pour 6 a  10 ans inclus n'ayant pas gagne 293.000. - Recul de 25 m. a  149.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C7,5 000E,2 650m,Attele,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 106.000. - Recul de 25 m. a  53.000. ,Volt
C1,13 000E,2 450m,Attele,Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 3.500. ,Volt
C2,13 000E,2 450m,Attele,Pour 3 ans n'ayant pas gagne 1.800. ,Volt
C3,14 000E,2 450m,Attele,Challenge de l'Avenir Apprentis - lads-jockeys Pour 5 ans n'ayant pas gagne 45.000. - Recul de 25 m. a  20.000. ,Volt
C4,16 000E,2 450m,Attele,Pour 6 ans n'ayant pas gagne 64.000. ,Volt
C5,23 000E,2 450m,Attele,Pour 7 8 et 9 ans n'ayant pas gagne 142.000. ,Volt
C6,13 000E,2 450m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 3.500. ,Volt
C7,14 000E,2 450m,Monte,Pour 4 ans n'ayant pas gagne 12.500. - Recul de 25 m. a  5.500. ,Volt
C1,13 000E,3 100m,Attele,Pour 4 ans n'ayant pas gagne 15.000. - Recul de 25 m. a  6.500. ,Volt
C2,3 000E,3 125m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 67.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne cette annee. En cas d'elimination le cheval drive par un amateur membre de l'U.N.A.T. Ouest/Anjou-Maine sera maintenu partant en priorite. ,Volt
C3,15 000E,3 100m,Attele,Pour chevaux entiers et hongres de 5 ans n'ayant pas gagne 45.000. - Recul de 25 m. a  23.000. ,Volt
C4,15 000E,3 100m,Attele,Pour juments de 5 ans n'ayant pas gagne 45.000. - Recul de 25 m. a  23.000. ,Volt
C5,20 000E,3 100m,Attele,Pour 6 a  9 ans inclus n'ayant pas gagne 141.000. - Recul de 25 m. a  74.000. ,Volt
C6,15 000E,3 100m,Attele,Pour 6 ans n'ayant pas gagne 69.000. - Recul de 25 m. a  36.000. ,Volt
C7,15 000E,3 100m,Monte,Course H Apprentis-lads-jockeys Pour 6 7 et 8 ans n'ayant pas gagne 96.000. - Recul de 25 m. a  48.000. ,Volt
C8,5 000E,3 100m,Attele,PRIX DE L'U.N.A.T. Eliminatoire de la Coupe Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 97.000. - Recul de 25 m. a  52.000. ,Volt
C1,15 000E,2 675m,Attele,Pour 5 ans n'ayant pas gagne 40.000. - Recul de 25 m. a  20.000. ,Volt
C2,15 000E,2 675m,Attele,Course Nationale LeTROT Open des Regions - Ouest - 4 ans Course qualificative Pour 4 ans n'ayant pas gagne 16.000. - Recul de 25 m. a  8.000. ,Volt
C3,5 000E,2 700m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 60.000. - Avance de 25 m. aux chevaux drives par des personnes n'ayant pas gagne cinq courses. ,Volt
C4,5 000E,2 675m,Attele,Amateurs Pour 6 a  9 ans inclus n'ayant pas gagne 76.000. - Recul de 25 m. a  37.500. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C1,13 000E,2 600m,Attele,Pour 3 ans n'ayant pas gagne 7.200. - Recul de 25 m. a  2.800. ,Volt
C4,18 000E,2 600m,Attele,Course H Pour 6 a  9 ans inclus n'ayant pas gagne 97.000. - Recul de 25 m. a  49.000. ,Volt
C5,14 000E,2 600m,Monte,Pour 5 6 et 7 ans n'ayant pas gagne 59.000. - Recul de 25 m. a  27.000. ,Volt
C7,5 000E,2 600m,Attele,Course H Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 62.000. - Recul de 25 m. a  32.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C1,12 000E,2 700m,Attele,Course H Pour pouliches de 3 ans n'ayant pas gagne 1.300. ,Volt
C2,12 000E,2 700m,Attele,Course H Pour poulains entiers et hongres de 3 ans n'ayant pas gagne 1.300. ,Volt
C3,13 000E,2 700m,Attele,Course F Pour poulains entiers et hongres de 4 ans n'ayant pas gagne 12.500. - Recul de 25 m. a  5.500. ,Volt
C4,13 000E,2 700m,Attele,Course F Pour pouliches de 4 ans n'ayant pas gagne 12.500. - Recul de 25 m. a  5.500. ,Volt
C5,13 000E,2 700m,Monte,Pour 3 ans n'ayant pas gagne 4.500. ,Volt
C6,20 000E,2 700m,Attele,Course D Pour 5 a  8 ans inclus n'ayant pas gagne 163.000. - Recul de 25 m. a  81.500. ,Volt
C7,14 000E,2 700m,Attele,Course F Apprentis-lads-jockeys Pour 5 ans n'ayant pas gagne 61.000. - Recul de 25 m. a  31.000. ,Volt
C1,12 000E,2 600m,Attele,Pour 3 ans n'ayant pas gagne 2.500. ,Volt
C2,15 000E,2 625m,Attele,Course F Course "ap" Pour 5 ans n'ayant pas gagne 40.000. ,Volt
C3,12 000E,2 600m,Attele,Course H Pour 4 ans n'ayant pas gagne 8.000. - Recul de 25 m. a  2.000. ,Volt
C4,15 000E,2 600m,Attele,PRIX GUY LEMAITRE Course F Pour 6 ans n'ayant pas gagne 70.000. - Recul de 25 m. a  34.500. ,Volt
C5,19 000E,2 600m,Attele,Course F Pour 7 8 et 9 ans n'ayant pas gagne 160.000. - Recul de 25 m. a  77.000. ,Volt
C6,19 000E,2 600m,Monte,Course F Pour 6 a  9 ans inclus n'ayant pas gagne 141.000. - Recul de 25 m. a  71.000. ,Volt
C7,5 000E,2 600m,Attele,Course H Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 75.000. - Recul de 25 m. a  37.000. ,Volt
C1,16 000E,2 825m,Attele,Pour 5 ans n'ayant pas gagne 53.000. - Recul de 25 m. a  27.000. ,Volt
C2,14 000E,2 825m,Attele,Pour 4 ans n'ayant pas gagne 17.000. En cas d'elimination les poulains et pouliches entraines dans la Federation du Centre-Est seront maintenus partants en priorite. ,Volt
C3,23 000E,2 825m,Attele,Pour 6 a  10 ans inclus n'ayant pas gagne 189.000. - Recul de 25 m. a  95.000. ,Volt
C4,16 000E,2 825m,Attele,Pour 6 ans n'ayant pas gagne 80.000. - Recul de 25 m. a  40.000. ,Volt
C5,19 000E,2 825m,Attele,Pour 7 et 8 ans n'ayant pas gagne 111.000. - Recul de 25 m. a  59.000. ,Volt
C6,14 000E,2 100m,Monte,Pour 3 ans n'ayant pas gagne 7.000. ,Volt
C7,14 000E,2 100m,Monte,Pour 4 ans n'ayant pas gagne 12.500. ,Volt
C3,5 000E,2 600m,Attele,Pour 6 a  15 ans inclus. - Recul de 25 m. aux chevaux ayant gagne entre 4.500 et 13.500 aux Antilles depuis 12 mois de 50 m. aux chevaux ayant gagne plus de 13.500 aux Antilles depuis 12 mois. - Avance de 25 m. aux chevaux ages de 11 ans et plus. ,Volt
C1,13 000E,3 000m,Attele,Pour 3 ans n'ayant pas gagne 6.000. - Recul de 25 m. a  1.200. ,Volt
C2,15 000E,3 000m,Attele,Course Nationale LeTROT Open des Regions - Grand Nord - 4 ans Course qualificative Pour 4 ans n'ayant pas gagne 25.000. - Recul de 25 m. a  13.000. ,Volt
C3,5 000E,3 000m,Attele,Challenge UNAT NIDFE - FINNTACK Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 58.000. ,Volt
C4,25 000E,3 000m,Attele,Pour 6 a  10 ans inclus n'ayant pas gagne 230.000. - Recul de 25 m. a  120.000. Sont seules admises a  driver les personnes ayant gagne au moins cinq courses (en etant titulaire d'une autorisation de monter a  titre professionnel). ,Volt
C5,15 000E,3 000m,Attele,Pour 5 et 6 ans n'ayant pas gagne 60.000. - Recul de 25 m. a  30.500. ,Volt
C6,15 000E,3 000m,Attele,Pour 5 ans n'ayant pas gagne 44.000. - Recul de 25 m. a  22.000. ,Volt
C7,15 000E,3 000m,Attele,Apprentis - lads-jockeys Pour 6 7 et 8 ans n'ayant pas gagne 98.000. - Recul de 25 m. a  45.000. ,Volt
C8,5 000E,3 000m,Attele,Challenge UNAT NIDFE - FINNTACK Amateurs Pour 7 8 et 9 ans n'ayant pas gagne 100.000. - Recul de 25 m. a  50.000. En cas d'elimination le cheval drive par son proprietaire sera maintenu partant en priorite. ,Volt
C1,15 000E,2 500m,Attele,Course Nationale LeTROT Open des Regions - Ouest - 3 ans Course qualificative Pour 3 ans n'ayant pas gagne 3.600. ,Volt
C3,12 000E,2 500m,Attele,Pour pouliches de 4 ans n'ayant pas gagne 7.400. ,Volt
C5,15 000E,3 125m,Attele,Pour 5 ans n'ayant pas gagne 50.000. - Recul de 25 m. a  23.500. ,Volt
C7,15 000E,2 500m,Attele,Pour 6 ans n'ayant pas gagne 57.000. ,Volt
C1,13 000E,2 150m,Attele,Pour 3 ans n'ayant pas gagne 3.500. ,Volt
C2,10 000E,3 150m,Attele,Course "a reclamer" Pour 6 et 7 ans n'ayant pas gagne 93.000 a  reclamer pour 7.000 ou 11.000. - Avance de 25 m. aux chevaux a  reclamer pour 7.000. ,Volt
C3,12 000E,3 125m,Attele,Pour 4 ans n'ayant pas gagne 9.900. - Recul de 25 m. a  2.600. ,Volt
C4,15 000E,3 125m,Monte,Pour 5 et 6 ans n'ayant pas gagne 60.000. - Recul de 25 m. a  31.000. ,Volt
C5,10 000E,3 150m,Attele,Challenge GROUPAMA Apprentis - lads-jockeys Course "a reclamer" Pour 5 ans n'ayant pas gagne 51.000 a  reclamer pour 8.000 ou 11.000. - Avance de 25 m. aux chevaux a  reclamer pour 8.000. ,Volt
C6,15 000E,3 125m,Attele,Pour 6 ans n'ayant pas gagne 81.000. - Recul de 25 m. a  39.500. ,Volt
C7,5 000E,3 125m,Attele,Amateurs Pour 6 7 et 8 ans n'ayant pas gagne 85.000. - Recul de 25 m. a  41.500. ,Volt
C1,24 000E,2 925m,Attele,Pour 5 6 et 7 ans n'ayant pas gagne 116.000. - Recul de 25 m. a  57.000. ,Volt
C2,22 000E,2 150m,Attele,Depart a  l'autostart Pour 5 ans n'ayant pas gagne 30.000. ,Autostart
C3,36 000E,2 700m,Attele,Depart a  l'autostart Pour 6 a  10 ans inclus n'ayant pas gagne 242.000. ,Autostart
C4,21 000E,2 925m,Attele,Pour 4 ans n'ayant pas gagne 35.000. - Recul de 25 m. a  17.500. ,Volt
